1	3	5	2	4	9	11	13	15	17	19	23	25	27	24	26	6	10	7	16	8	12	14	21	18	20	22	
1	3	5	2	4	9	11	13	15	17	19	23	26	24	27	25	6	10	7	16	8	12	14	21	18	20	22	
1	3	5	2	4	9	11	13	15	17	21	27	24	26	23	25	6	10	7	16	14	12	8	19	22	20	18	
1	3	5	2	4	9	11	13	15	17	21	27	25	23	26	24	6	10	7	16	14	12	8	19	22	20	18	
1	3	5	2	4	9	11	13	15	17	22	26	23	27	24	6	25	12	16	8	10	7	14	19	21	18	20	
1	3	5	2	4	9	11	13	15	17	22	26	23	27	24	6	25	12	16	8	10	7	14	20	18	21	19	
1	3	5	2	4	9	11	13	15	17	23	21	24	27	25	12	6	26	7	10	8	14	16	19	22	20	18	
1	3	5	2	4	9	11	13	15	17	23	27	24	22	25	6	26	12	14	8	10	7	19	21	16	18	20	
1	3	5	2	4	9	11	13	15	17	24	21	23	25	27	12	6	26	7	10	8	19	14	16	18	20	22	
1	3	5	2	4	9	11	13	15	17	24	21	25	22	26	7	27	14	6	8	10	12	16	18	20	23	19	
1	3	5	2	4	9	11	13	15	17	24	22	27	25	23	6	26	12	14	8	10	7	19	21	16	18	20	
1	3	5	2	4	9	11	13	15	17	25	21	24	26	23	6	27	10	7	14	18	8	12	19	16	22	20	
1	3	5	2	4	9	11	13	15	17	25	22	24	27	23	7	26	10	14	6	8	18	12	21	19	16	20	
1	3	5	2	4	9	11	13	15	17	26	23	25	22	24	6	27	7	14	12	8	18	20	10	16	19	21	
1	3	5	2	4	9	11	13	15	17	26	24	22	25	23	6	27	7	14	12	8	18	20	10	16	19	21	
1	3	5	2	4	9	11	13	15	18	22	26	23	27	24	6	12	25	16	7	10	8	14	20	17	19	21	
1	3	5	2	4	9	11	13	15	18	22	26	23	27	24	6	14	25	10	7	16	8	12	20	17	19	21	
1	3	5	2	4	9	11	13	15	18	23	25	22	24	10	27	6	8	26	7	12	19	16	20	17	14	21	
1	3	5	2	4	9	11	13	15	18	24	22	25	23	10	27	6	8	26	7	12	19	16	20	17	14	21	
1	3	5	2	4	9	11	13	15	18	24	22	27	23	26	7	12	25	8	6	17	14	10	21	19	16	20	
1	3	5	2	4	9	11	13	15	18	24	26	23	25	22	6	10	27	7	14	12	19	8	20	17	21	16	
1	3	5	2	4	9	11	13	15	18	25	22	26	23	27	7	24	12	14	6	8	10	20	16	21	19	17	
1	3	5	2	4	9	11	13	15	18	25	23	26	24	22	6	10	27	7	14	12	19	8	20	17	21	16	
1	3	5	2	4	9	11	13	15	19	21	23	25	27	22	6	8	26	14	7	10	18	16	12	17	20	24	
1	3	5	2	4	9	11	13	15	19	22	25	23	21	27	6	8	26	12	7	17	10	18	16	14	20	24	
1	3	5	2	4	9	11	13	15	19	22	25	23	21	27	7	10	26	6	8	17	12	18	16	14	20	24	
1	3	5	2	4	9	11	13	15	19	23	25	6	21	26	24	27	8	14	7	10	16	20	12	17	22	18	
1	3	5	2	4	9	11	13	15	19	23	25	20	22	26	7	27	12	6	8	10	18	16	14	17	21	24	
1	3	5	2	4	9	11	13	15	19	23	26	24	21	25	6	8	12	27	16	7	10	20	17	14	18	22	
1	3	5	2	4	9	11	13	15	19	23	26	24	22	25	6	10	14	7	27	12	8	18	21	17	20	16	
1	3	5	2	4	9	11	13	15	19	23	27	24	22	10	26	6	25	7	12	14	18	8	21	16	20	17	
1	3	5	2	4	9	11	13	15	19	23	27	24	22	10	26	6	25	16	7	12	8	17	14	21	18	20	
1	3	5	2	4	9	11	13	15	19	24	22	27	25	23	6	14	7	26	12	16	8	10	18	21	17	20	
1	3	5	2	4	9	11	13	15	19	24	27	23	26	22	6	25	12	14	7	17	10	8	21	16	18	20	
1	3	5	2	4	9	11	13	15	19	25	22	24	26	23	6	10	14	7	27	12	8	18	21	17	20	16	
1	3	5	2	4	9	11	13	15	19	25	23	21	24	27	6	8	12	26	17	7	10	18	16	14	22	20	
1	3	5	2	4	9	11	13	15	19	25	23	21	27	22	26	6	14	7	10	12	17	8	16	18	20	24	
1	3	5	2	4	9	11	13	15	19	26	22	27	25	23	6	24	12	8	16	14	10	20	7	17	21	18	
1	3	5	2	4	9	11	13	15	19	26	22	27	25	23	7	24	10	14	16	6	8	12	21	18	20	17	
1	3	5	2	4	9	11	13	15	19	26	24	20	25	23	7	27	8	12	14	6	10	18	21	17	22	16	
1	3	5	2	4	9	11	13	15	20	18	23	26	22	27	25	6	8	12	7	17	10	14	16	19	21	24	
1	3	5	2	4	9	11	13	15	20	18	27	24	26	23	25	6	10	7	16	14	12	8	21	19	17	22	
1	3	5	2	4	9	11	13	15	20	18	27	25	23	26	24	6	10	7	16	14	12	8	21	19	17	22	
1	3	5	2	4	9	11	13	15	20	22	24	26	21	10	6	25	27	7	12	8	18	14	17	19	23	16	
1	3	5	2	4	9	11	13	15	20	22	24	26	23	8	6	14	25	27	7	17	10	12	16	19	21	18	
1	3	5	2	4	9	11	13	15	20	22	25	21	26	7	23	6	27	12	16	8	10	18	14	19	17	24	
1	3	5	2	4	9	11	13	15	20	22	25	21	26	24	6	10	14	7	27	8	16	12	19	17	23	18	
1	3	5	2	4	9	11	13	15	20	23	25	6	22	24	27	14	8	26	7	17	10	12	18	16	21	19	
1	3	5	2	4	9	11	13	15	20	23	25	7	21	26	24	10	27	6	8	12	17	19	14	22	18	16	
1	3	5	2	4	9	11	13	15	20	23	25	27	21	24	6	14	26	8	12	17	7	10	18	16	19	22	
1	3	5	2	4	9	11	13	15	20	24	19	25	22	26	6	10	27	7	12	8	17	14	18	21	23	16	
1	3	5	2	4	9	11	13	15	20	24	19	27	25	23	7	26	14	8	6	16	12	10	17	22	18	21	
1	3	5	2	4	9	11	13	15	20	24	21	27	25	23	7	12	8	26	14	6	10	19	17	22	18	16	
1	3	5	2	4	9	11	13	15	20	24	26	21	23	27	6	10	25	7	16	12	19	17	8	14	18	22	
1	3	5	2	4	9	11	13	15	20	25	19	26	23	27	24	10	8	6	14	17	7	12	21	16	18	22	
1	3	5	2	4	9	11	13	15	20	25	21	24	27	23	6	10	14	26	8	18	7	12	16	19	17	22	
1	3	5	2	4	9	11	13	15	20	25	21	24	27	23	6	14	7	26	12	8	18	16	10	19	17	22	
1	3	5	2	4	9	11	13	15	20	25	27	24	21	23	10	26	14	6	8	12	7	18	16	22	19	17	
1	3	5	2	4	9	11	13	15	20	26	19	25	22	24	27	10	7	14	6	8	12	17	21	16	18	23	
1	3	5	2	4	9	11	13	15	20	26	24	22	27	23	7	12	25	6	14	18	10	8	16	21	19	17	
1	3	5	2	4	9	11	13	15	20	26	24	22	27	23	7	12	25	8	14	18	6	10	16	21	19	17	
1	3	5	2	4	9	11	13	15	20	26	24	27	21	23	25	10	8	6	14	12	17	19	7	22	18	16	
1	3	5	2	4	9	11	13	15	20	27	23	21	26	24	6	14	25	8	12	16	7	10	17	19	22	18	
1	3	5	2	4	9	11	13	15	20	27	23	21	26	24	12	6	25	10	7	16	14	8	18	22	19	17	
1	3	5	2	4	9	11	13	15	21	18	25	27	22	24	26	8	14	7	10	6	16	12	17	20	23	19	
1	3	5	2	4	9	11	13	15	21	18	26	23	27	24	7	25	8	14	17	6	10	12	16	19	22	20	
1	3	5	2	4	9	11	13	15	21	19	24	22	27	7	26	10	25	6	8	16	12	17	20	14	23	18	
1	3	5	2	4	9	11	13	15	21	19	24	26	23	8	6	27	25	14	7	17	10	12	16	22	20	18	
1	3	5	2	4	9	11	13	15	21	19	25	22	24	27	6	10	7	26	14	8	17	20	12	16	18	23	
1	3	5	2	4	9	11	13	15	21	19	25	27	24	7	23	26	8	14	16	6	10	12	17	22	20	18	
1	3	5	2	4	9	11	13	15	21	23	25	20	22	10	26	6	27	7	12	8	18	16	14	19	17	24	
1	3	5	2	4	9	11	13	15	21	24	22	7	26	23	25	12	8	6	27	18	10	14	20	17	19	16	
1	3	5	2	4	9	11	13	15	21	24	22	20	8	27	25	6	26	7	10	17	14	16	19	12	23	18	
1	3	5	2	4	9	11	13	15	21	24	22	20	26	10	25	6	8	27	7	18	16	14	12	17	19	23	
1	3	5	2	4	9	11	13	15	21	24	22	27	23	8	12	25	7	26	6	18	14	10	19	16	20	17	
1	3	5	2	4	9	11	13	15	21	24	26	20	22	27	25	8	10	7	14	6	18	16	19	12	23	17	
1	3	5	2	4	9	11	13	15	21	24	26	20	23	25	7	12	8	27	14	6	10	19	17	22	18	16	
1	3	5	2	4	9	11	13	15	21	24	27	20	23	25	7	10	26	6	14	17	8	18	12	22	16	19	
1	3	5	2	4	9	11	13	15	21	24	27	20	26	23	25	10	14	6	8	16	12	7	18	22	17	19	
1	3	5	2	4	9	11	13	15	21	24	27	20	26	23	25	12	10	7	16	6	8	14	18	22	19	17	
1	3	5	2	4	9	11	13	15	21	25	22	20	27	24	12	6	26	10	7	16	8	17	14	18	23	19	
1	3	5	2	4	9	11	13	15	21	25	22	26	8	23	7	24	27	14	17	6	10	12	20	18	16	19	
1	3	5	2	4	9	11	13	15	21	26	20	23	27	24	10	6	25	16	8	12	18	7	14	17	19	22	
1	3	5	2	4	9	11	13	15	21	27	20	23	26	24	6	12	25	7	17	14	8	10	18	16	22	19	
1	3	5	2	4	9	11	13	15	21	27	20	26	23	25	7	24	10	14	16	6	8	12	18	22	19	17	
1	3	5	2	4	9	11	13	15	22	18	25	23	6	24	27	8	26	16	7	10	12	19	17	20	14	21	
1	3	5	2	4	9	11	13	15	22	19	23	20	27	25	6	26	7	10	8	17	14	16	18	12	21	24	
1	3	5	2	4	9	11	13	15	22	19	25	20	24	26	7	12	27	6	8	10	14	16	18	21	23	17	
1	3	5	2	4	9	11	13	15	22	19	25	23	21	26	7	12	27	6	8	10	18	16	14	17	20	24	
1	3	5	2	4	9	11	13	15	22	19	25	27	24	26	23	12	7	16	8	6	14	10	18	21	17	20	
1	3	5	2	4	9	11	13	15	22	19	26	24	27	25	23	12	7	16	8	6	14	10	18	21	17	20	
1	3	5	2	4	9	11	13	15	22	20	25	27	24	26	23	12	7	16	8	6	14	10	18	21	19	17	
1	3	5	2	4	9	11	13	15	22	20	26	24	27	25	23	12	7	16	8	6	14	10	18	21	19	17	
1	3	5	2	4	9	11	13	15	22	20	27	24	8	23	26	6	25	16	7	12	14	18	10	21	19	17	
1	3	5	2	4	9	11	13	15	22	24	19	27	25	23	26	12	10	7	16	6	8	14	21	18	20	17	
1	3	5	2	4	9	11	13	15	22	24	21	27	25	23	26	14	10	7	16	8	12	18	6	19	17	20	
1	3	5	2	4	9	11	13	15	22	24	26	20	23	7	27	25	8	12	16	6	19	17	10	14	21	18	
1	3	5	2	4	9	11	13	15	22	24	26	20	23	25	27	8	10	12	16	6	19	7	18	14	21	17	
1	3	5	2	4	9	11	13	15	22	24	26	20	23	25	27	10	12	6	8	18	14	19	7	16	21	17	
1	3	5	2	4	9	11	13	15	22	24	26	21	6	25	23	14	27	10	7	16	8	19	12	18	20	17	
1	3	5	2	4	9	11	13	15	22	24	26	21	23	25	27	6	10	14	7	18	8	19	12	16	20	17	
1	3	5	2	4	9	11	13	15	22	24	27	20	23	25	10	6	26	12	16	8	19	7	14	17	21	18	
1	3	5	2	4	9	11	13	15	22	24	27	21	23	25	6	14	12	26	8	17	7	10	19	16	18	20	
1	3	5	2	4	9	11	13	15	22	25	21	24	27	23	6	12	7	26	14	18	8	19	16	10	17	20	
1	3	5	2	4	9	11	13	15	22	25	21	24	27	23	26	8	12	16	7	10	17	6	20	18	14	19	
1	3	5	2	4	9	11	13	15	22	25	23	20	27	7	24	26	8	12	17	6	16	19	10	14	21	18	
1	3	5	2	4	9	11	13	15	22	25	23	20	27	24	26	6	10	12	17	8	16	7	19	21	14	18	
1	3	5	2	4	9	11	13	15	22	25	23	20	27	24	26	8	10	12	17	6	18	7	14	19	21	16	
1	3	5	2	4	9	11	13	15	22	25	23	21	24	10	6	26	12	8	27	7	19	16	20	17	14	18	
1	3	5	2	4	9	11	13	15	22	25	23	21	24	12	6	26	10	7	27	16	8	19	17	14	20	18	
1	3	5	2	4	9	11	13	15	22	25	23	21	27	24	7	12	8	26	17	6	16	10	20	18	14	19	
1	3	5	2	4	9	11	13	15	22	25	23	21	27	24	26	12	8	6	17	10	16	7	20	18	14	19	
1	3	5	2	4	9	11	13	15	22	25	23	21	27	24	26	14	8	10	7	16	6	17	20	18	12	19	
1	3	5	2	4	9	11	13	15	22	25	27	21	23	8	26	24	12	16	7	10	18	6	14	20	17	19	
1	3	5	2	4	9	11	13	15	22	27	25	23	21	24	7	12	26	6	14	10	18	20	17	8	16	19	
1	3	5	2	4	9	11	13	15	22	27	25	23	21	24	10	14	26	6	8	12	18	7	17	20	16	19	
1	3	5	2	4	9	11	13	15	23	18	27	22	24	26	7	25	10	6	14	16	8	20	12	21	19	17	
1	3	5	2	4	9	11	13	15	23	18	27	22	24	26	7	25	12	6	8	16	14	20	10	21	19	17	
1	3	5	2	4	9	11	13	15	23	19	22	25	21	26	7	12	27	6	8	10	14	17	20	18	16	24	
1	3	5	2	4	9	11	13	15	23	19	24	22	25	7	26	12	8	6	27	10	16	20	17	21	14	18	
1	3	5	2	4	9	11	13	15	23	19	24	22	25	12	6	27	7	26	14	8	10	18	16	21	17	20	
1	3	5	2	4	9	11	13	15	23	19	24	27	25	22	7	26	14	16	8	10	12	6	17	20	18	21	
1	3	5	2	4	9	11	13	15	23	19	24	27	25	22	26	8	14	16	7	10	12	6	17	20	18	21	
1	3	5	2	4	9	11	13	15	23	19	26	22	25	27	12	24	7	10	6	16	14	8	21	18	20	17	
